Date,S&P 500,RiskFree,Consumer Discretionary,Basic Materials,Industrials,Financials,Technology,Consumer Staples,Utilities,Health Care,Telecommunications,Energy,Real Estate
2020-01-02,3257.85009765625,1.8819999694824219,3727153.25,1084916.125,3524510.0,6370276.0,6955961.0,2587840.5,1084187.0,4588745.0,3625138.0,2056437.125,1369111.375
2020-01-03,3234.85009765625,1.7879999876022339,3699064.5,1068639.375,3517760.25,6314052.5,6871996.5,2581222.5,1085546.75,4550744.0,3608787.0,2058850.625,1380045.5
2020-01-06,3246.280029296875,1.8109999895095825,3710295.75,1064248.25,3518559.75,6308746.5,6897154.5,2584820.75,1087273.875,4578753.5,3650982.0,2075736.375,1382570.125
2020-01-07,3237.179931640625,1.8270000219345093,3709118.0,1066543.125,3514150.75,6280029.5,6899640.5,2566685.75,1085344.125,4569745.5,3650808.25,2074528.25,1367799.0
2020-01-08,3253.050048828125,1.8739999532699585,3719536.0,1061569.125,3522502.25,6324637.5,6965412.0,2576339.25,1085066.625,4595443.5,3671569.25,2042609.5,1372326.125
2020-01-09,3274.699951171875,1.8580000400543213,3733382.0,1060189.625,3538017.25,6368179.5,7042641.5,2595122.0,1090137.625,4617926.0,3682720.75,2052108.375,1373194.25
2020-01-10,3265.35009765625,1.8250000476837158,3712436.25,1057971.5,3514431.75,6335208.5,7026499.0,2592575.5,1092564.875,4622471.0,3676946.75,2040422.625,1383774.125
2020-01-13,3288.1298828125,1.8480000495910645,3742018.5,1067958.375,3547860.25,6382196.0,7124292.5,2607639.0,1099918.625,4606606.5,3708243.5,2043279.625,1399480.375
2020-01-14,3283.14990234375,1.8179999589920044,3739375.0,1067743.625,3548894.5,6367105.0,7088328.0,2610555.75,1103484.0,4640459.5,3698871.0,2044116.125,1394823.625
2020-01-15,3289.2900390625,1.7879999876022339,3734204.0,1072441.125,3554765.75,6361158.5,7083771.0,2619259.75,1118644.75,4677514.0,3713619.5,2036167.25,1406261.875
2020-01-16,3316.81005859375,1.809000015258789,3768560.0,1074863.875,3594171.0,6419987.0,7180255.0,2629155.75,1125809.5,4707309.0,3738734.75,2038602.625,1417253.875
2020-01-17,3329.6201171875,1.8359999656677246,3775574.75,1078331.25,3594194.0,6454221.5,7213750.5,2632988.25,1133929.625,4705178.0,3769223.5,2028224.0,1418413.5
2020-01-21,3320.7900390625,1.7690000534057617,3770545.5,1069399.5,3557763.25,6417233.0,7205454.0,2637513.0,1142869.75,4702048.5,3767344.75,1989275.0,1431466.625
2020-01-22,3321.75,1.7690000534057617,3772716.25,1063217.25,3543068.25,6439474.0,7231379.5,2639327.0,1145509.625,4710352.0,3769705.0,1971324.25,1423171.0
2020-01-23,3325.5400390625,1.7400000095367432,3774677.0,1060048.625,3571514.75,6430071.0,7269890.0,2630965.5,1155726.875,4697447.5,3759347.0,1965227.875,1432792.0
2020-01-24,3295.469970703125,1.680999994277954,3725302.75,1055249.0,3551376.25,6360616.0,7232726.0,2613085.75,1158915.0,4619391.0,3720925.75,1945405.75,1428071.5
2020-01-27,3243.6298828125,1.6050000190734863,3665567.5,1031491.875,3491477.25,6266167.0,7057933.5,2605740.75,1155243.0,4586588.0,3662245.0,1897980.875,1421377.25
2020-01-28,3276.239990234375,1.6410000324249268,3703659.0,1037109.5625,3517296.25,6323595.5,7197499.0,2608725.0,1159941.25,4615317.5,3703094.5,1905525.375,1427251.625
2020-01-29,3273.39990234375,1.593999981880188,3706268.0,1041979.375,3526679.75,6322998.0,7202873.0,2594548.25,1163542.75,4603319.0,3684856.0,1889682.875,1422434.5
2020-01-30,3283.659912109375,1.5579999685287476,3712258.25,1037982.875,3528190.25,6380872.5,7256077.0,2618561.75,1172825.375,4570076.5,3657902.5,1885192.25,1424329.0
2020-01-31,3225.52001953125,1.5199999809265137,3738532.75,1020373.5,3447912.25,6251444.0,7071973.5,2585932.75,1167329.5,4481705.0,3607258.5,1836290.875,1407210.25
2020-02-03,3248.919921875,1.5199999809265137,3788090.25,1034445.3125,3456206.5,6299701.0,7154662.5,2586354.25,1173191.875,4525322.0,3654161.5,1817455.25,1411742.875
2020-02-04,3297.590087890625,1.6030000448226929,3869231.75,1047668.75,3516665.0,6370335.5,7348765.5,2602861.0,1161286.0,4603785.5,3678289.25,1824030.25,1436697.0
2020-02-05,3334.68994140625,1.6490000486373901,3864255.25,1064466.625,3571555.75,6461270.0,7383813.5,2624191.0,1166597.625,4688113.5,3673472.75,1876131.25,1438125.75
2020-02-06,3345.780029296875,1.6440000534057617,3861265.75,1064916.5,3575924.5,6460836.0,7447231.5,2628504.75,1166720.875,4695118.5,3710360.5,1854660.625,1444041.0
2020-02-07,3327.7099609375,1.5779999494552612,3840333.5,1048506.75,3548317.75,6435075.5,7379617.0,2631196.0,1164043.5,4655081.5,3716110.0,1839650.75,1443318.125
2020-02-10,3352.090087890625,1.5470000505447388,3886428.25,1048733.125,3566553.5,6459769.0,7477512.5,2639657.0,1168638.25,4684647.5,3744941.75,1823777.0,1457672.125
2020-02-11,3357.75,1.590000033378601,3917645.25,1055801.0,3580621.25,6479665.5,7467699.0,2634418.5,1173475.75,4711906.5,3733694.25,1840095.0,1467062.625
2020-02-12,3379.449951171875,1.6299999952316284,3957301.75,1061682.375,3610831.25,6493222.5,7552124.5,2635846.75,1173284.25,4723500.5,3769593.5,1867592.75,1478018.625
2020-02-13,3373.93994140625,1.6169999837875366,3953919.25,1060857.125,3596349.5,6497567.0,7525883.5,2649421.0,1184807.75,4704582.0,3771900.0,1851285.75,1486671.75
2020-02-14,3380.159912109375,1.5880000591278076,3944815.25,1058851.25,3594896.0,6511692.5,7548598.0,2655705.5,1193566.875,4718618.0,3774611.75,1843718.5,1501256.375
2020-02-18,3370.2900390625,1.555999994277954,3958395.75,1057508.0,3578258.5,6473664.0,7520382.0,2651475.25,1202975.75,4708854.0,3790472.75,1830205.625,1499770.625
2020-02-19,3386.14990234375,1.5700000524520874,3991216.25,1065165.375,3583025.0,6506495.5,7607165.5,2647950.0,1192162.625,4732643.0,3803571.75,1849259.75,1481878.125
2020-02-20,3373.22998046875,1.524999976158142,3991070.75,1065957.75,3580956.5,6495018.5,7525116.5,2650808.5,1196539.625,4705675.0,3783514.5,1847741.25,1498407.5
2020-02-21,3337.75,1.4709999561309814,3931134.5,1061511.0,3558236.25,6422635.5,7348986.0,2655384.75,1194897.75,4699195.5,3729136.5,1819876.875,1500836.0
2020-02-24,3225.889892578125,1.3769999742507935,3777767.75,1038154.25,3456114.75,6214613.5,7047505.0,2592950.5,1180617.875,4540757.5,3609178.25,1746648.625,1479948.375
2020-02-25,3128.2099609375,1.3300000429153442,3666781.0,996983.8125,3321594.25,5990580.5,6846494.0,2546730.0,1155188.25,4404112.0,3521920.0,1680047.125,1440745.25
2020-02-26,3116.389892578125,1.309999942779541,3627365.5,992330.8125,3287825.5,5947334.5,6875157.0,2529297.75,1142494.625,4399973.0,3511346.5,1641046.75,1425565.25
2020-02-27,2978.760009765625,1.2990000247955322,3468304.75,948416.9375,3168817.75,5704728.0,6525575.5,2433779.5,1092562.0,4262149.5,3373968.5,1565889.25,1351861.75
2020-02-28,2954.219970703125,1.1269999742507935,3441396.0,928748.6875,3126379.75,5586235.5,6563919.5,2381352.75,1055832.375,4210801.0,3376744.5,1569001.125,1319463.375
2020-03-02,3090.22998046875,1.0880000591278076,3551779.0,959201.8125,3207741.75,5836408.5,6895129.5,2507082.0,1114228.25,4399080.5,3484713.5,1608036.25,1379958.375
2020-03-03,3003.3701171875,1.0099999904632568,3475027.25,960080.625,3135455.5,5653346.5,6658566.0,2472748.5,1103064.25,4286590.0,3393427.75,1571053.125,1374589.875
2020-03-04,3130.1201171875,0.9919999837875366,3585865.75,991255.5625,3271729.5,5826542.5,6930653.5,2578888.5,1161840.75,4525297.0,3492192.5,1595121.125,1425118.75
2020-03-05,3023.93994140625,0.9259999990463257,3443199.75,967993.9375,3123099.25,5590094.5,6715983.0,2528074.5,1143438.375,4421777.0,3367760.0,1547329.75,1392284.25
2020-03-06,2972.3701171875,0.7059999704360962,3387755.75,942845.9375,3089137.0,5438336.5,6555525.0,2510862.5,1135237.0,4388766.0,3320033.0,1466005.0,1368171.625
2020-03-09,2746.56005859375,0.49900001287460327,3142716.75,850319.4375,2813746.75,4880936.0,6043935.0,2406256.75,1067021.625,4143122.0,3098885.0,1169960.875,1262338.875
2020-03-10,2882.22998046875,0.7480000257492065,3299441.25,878118.25,2950186.25,5146501.5,6409920.0,2474056.25,1078843.0,4278290.5,3235479.5,1222927.25,1316500.625
2020-03-11,2741.3798828125,0.8199999928474426,3114676.25,831506.0,2778278.75,4870715.5,6091146.0,2355882.0,1021987.375,4099360.75,3095105.25,1158738.625,1236034.25
2020-03-12,2480.639892578125,0.8489999771118164,2796815.25,746909.625,2484644.75,4362217.5,5478978.0,2133687.0,914459.5625,3782586.75,2815176.0,998444.6875,1109049.375
2020-03-13,2711.02001953125,0.9509999752044678,2964424.25,783213.9375,2676588.5,4871777.0,6080981.5,2305270.25,968686.1875,4036889.25,3061615.75,1080172.625,1205718.75
2020-03-16,2386.1298828125,0.7279999852180481,2587670.0,715386.75,2357943.75,4240038.5,5250079.5,2132602.5,857946.375,3615757.5,2734754.0,945404.6875,994912.125
2020-03-17,2529.18994140625,0.996999979019165,2671065.25,760320.5,2455466.25,4434289.0,5608687.0,2310104.0,967226.9375,3834140.25,2839805.75,936501.5625,1044888.25
2020-03-18,2398.10009765625,1.2660000324249268,2514369.5,698049.5,2270453.75,4043415.0,5326920.5,2236966.0,918676.4375,3700585.25,2745983.5,807255.3125,938054.0
2020-03-19,2409.389892578125,1.11899995803833,2618283.0,718314.6875,2319454.0,4149169.0,5442563.5,2193442.75,879302.8125,3670055.0,2808322.0,863853.4375,946976.0625
2020-03-20,2304.919921875,0.9380000233650208,2556244.75,690977.4375,2205982.0,3985292.0,5254581.5,2068192.25,809033.5625,3530347.75,2682511.5,879239.75,904919.3125
2020-03-23,2237.39990234375,0.7639999985694885,2558209.25,675274.5,2120523.5,3743067.0,5247533.0,2016266.75,761593.1875,3376824.5,2665725.25,830845.625,854601.9375
2020-03-24,2447.330078125,0.8159999847412109,2801982.5,755980.6875,2367561.5,4222556.5,5752513.5,2109520.75,844331.125,3633411.75,2833719.0,954621.875,923216.5
2020-03-25,2475.56005859375,0.8579999804496765,2854671.25,773184.875,2477389.25,4378946.5,5721307.5,2100825.0,871520.8125,3676978.0,2802808.25,1003755.8125,974966.75
2020-03-26,2630.070068359375,0.8109999895095825,2968192.0,803924.5625,2639825.0,4633749.0,6088816.5,2206391.75,942459.375,3927547.5,2966354.5,1044096.5625,1050256.875
2020-03-27,2541.469970703125,0.7490000128746033,2857741.25,767210.375,2523713.75,4459663.0,5823199.0,2188546.0,943889.5,3831990.25,2851530.5,976303.5625,1049205.25
2020-03-30,2626.64990234375,0.6700000166893005,2911768.75,786357.8125,2573384.5,4552067.0,6055093.5,2270804.25,979964.4375,4007751.75,2941282.25,992490.75,1063469.75
2020-03-31,2584.590087890625,0.6980000138282776,2871132.75,779761.75,2549818.0,4447439.0,5950836.5,2232635.0,945128.625,3989571.25,2930731.25,1034251.125,1036668.75
2020-04-01,2470.5,0.6349999904632568,2735404.0,751599.0625,2422354.5,4195575.0,5665521.0,2192965.5,888347.0625,3824476.5,2847929.75,993749.5625,965282.3125
2020-04-02,2526.89990234375,0.6269999742507935,2733142.5,766203.4375,2449716.75,4288919.5,5754986.0,2252801.75,915017.8125,3926554.75,2891690.0,1067504.625,967289.625
2020-04-03,2488.64990234375,0.5870000123977661,2689793.0,752313.0625,2368650.0,4191410.75,5662378.5,2263211.25,883878.8125,3884022.25,2828009.75,1052121.875,950748.5625
2020-04-06,2663.679931640625,0.6759999990463257,2909379.25,801865.4375,2536070.0,4510256.5,6136369.5,2356750.5,952024.3125,4099609.25,3012112.75,1092094.5,1025773.9375
2020-04-07,2659.409912109375,0.7360000014305115,2957601.0,817615.1875,2538431.75,4542032.0,6079133.0,2335177.25,941086.375,4053153.5,3034304.0,1110140.875,1036571.0625
2020-04-08,2749.97998046875,0.7639999985694885,3055022.25,849384.8125,2672438.0,4726300.5,6263221.0,2369835.0,990075.3125,4222276.5,3088155.0,1160649.125,1111100.375
2020-04-09,2789.820068359375,0.7289999723434448,3118121.0,892316.375,2723029.75,4905679.5,6280072.5,2388799.25,1035465.0625,4259032.5,3113025.75,1162118.5,1173448.5
2020-04-13,2761.6298828125,0.7490000128746033,3153074.5,886995.625,2641221.25,4747610.5,6307837.5,2375615.5,1003642.125,4220088.5,3114261.0,1162440.375,1123171.375
2020-04-14,2846.06005859375,0.7519999742507935,3283213.25,898013.3125,2692834.0,4792112.0,6574535.0,2467072.75,1031902.25,4362086.0,3213913.25,1160343.625,1154442.125
2020-04-15,2783.360107421875,0.6380000114440918,3232782.75,861257.125,2611394.75,4591011.5,6453499.0,2428937.5,995327.625,4330324.5,3177983.25,1108952.0,1106755.5
2020-04-16,2799.550048828125,0.609000027179718,3285761.25,857462.75,2590684.75,4509685.0,6547956.5,2454906.0,995535.5,4424978.0,3189639.0,1068539.875,1092807.5
2020-04-17,2874.56005859375,0.6539999842643738,3361663.5,883677.9375,2710679.5,4731251.0,6636058.5,2489100.5,1028731.5625,4531379.0,3239790.75,1156942.375,1130191.25
2020-04-20,2823.159912109375,0.6259999871253967,3318698.25,870373.75,2641649.0,4644335.5,6546424.0,2442170.25,989903.5625,4510174.5,3209286.5,1132227.875,1085514.125
2020-04-21,2736.56005859375,0.5709999799728394,3221914.25,852187.875,2573040.5,4499479.0,6262462.0,2391168.5,973922.875,4370524.0,3107030.5,1113878.25,1067349.125
2020-04-22,2799.31005859375,0.6190000176429749,3290579.0,878724.6875,2608731.25,4564361.0,6492664.5,2418200.5,1001223.9375,4444782.5,3187545.0,1150130.125,1084513.375
2020-04-23,2797.800048828125,0.6129999756813049,3304600.5,889242.4375,2627525.75,4555634.5,6459482.5,2392515.25,985101.75,4469236.0,3210623.0,1186022.125,1074467.875
2020-04-24,2836.739990234375,0.5960000157356262,3352619.25,903975.6875,2652975.0,4610805.5,6588249.5,2419261.75,991079.75,4541607.0,3245623.0,1184752.625,1077601.75
2020-04-27,2878.47998046875,0.656000018119812,3421598.25,923568.5625,2724670.75,4766636.5,6656928.0,2432047.75,1003827.0625,4606992.0,3266997.0,1205730.625,1114325.125
2020-04-28,2863.389892578125,0.6100000143051147,3413487.5,936557.1875,2771350.5,4806339.5,6572062.0,2446163.25,1008708.9375,4508257.5,3211043.25,1235369.0,1124239.375
2020-04-29,2939.510009765625,0.6269999742507935,3509308.75,961908.75,2839983.75,4998533.5,6827855.0,2435768.25,1003173.0,4552893.5,3363577.5,1320830.25,1145646.75
2020-04-30,2912.429931640625,0.621999979019165,3498397.5,933375.875,2772434.25,4866059.5,6789319.5,2406026.75,978745.0625,4516139.0,3362445.25,1279620.375,1132053.625
2020-05-01,2830.7099609375,0.6420000195503235,3333383.0,922370.875,2688626.25,4720212.5,6568297.5,2378481.0,954093.0625,4419577.0,3305837.0,1205413.375,1092885.125
2020-05-04,2842.739990234375,0.6370000243186951,3362443.0,926568.375,2656961.5,4687602.0,6664612.5,2381814.0,960219.625,4438507.5,3320090.0,1236664.375,1089828.875
2020-05-05,2868.43994140625,0.6570000052452087,3380030.0,934290.4375,2674851.0,4693473.5,6767124.5,2388047.5,970734.1875,4537755.5,3342216.25,1245296.375,1095776.0
2020-05-06,2848.419921875,0.7110000252723694,3401577.25,918524.5,2640544.25,4625369.5,6831015.5,2369568.75,938607.75,4504210.0,3328624.75,1212230.75,1075646.25
2020-05-07,2881.18994140625,0.6309999823570251,3446607.0,934563.8125,2671417.25,4729742.0,6942353.0,2362286.25,941779.8125,4513992.0,3389549.0,1232194.125,1091352.5
2020-05-08,2929.800048828125,0.6819999814033508,3524022.75,956994.25,2741266.5,4825476.5,7052632.5,2414924.75,963246.0,4548088.5,3444896.5,1276010.25,1117298.5
2020-05-11,2930.18994140625,0.7260000109672546,3515556.75,940210.5,2709677.5,4760210.5,7113787.5,2415179.5,959897.9375,4641428.0,3452010.25,1266322.0,1100659.875
2020-05-12,2870.1201171875,0.6779999732971191,3432707.25,924497.6875,2629562.0,4634871.0,6974468.5,2397246.25,948215.25,4568486.0,3384716.25,1243270.125,1050253.125
2020-05-13,2820.0,0.6489999890327454,3383303.75,904938.25,2556331.0,4511025.0,6846749.0,2376490.0,936897.5625,4510271.0,3322525.25,1189423.75,1023990.375
2020-05-14,2852.5,0.6190000176429749,3428442.0,917564.75,2575959.75,4597687.0,6918405.0,2370276.75,944039.375,4574303.0,3355827.5,1188422.375,1031939.1875
2020-05-15,2863.699951171875,0.6399999856948853,3466546.5,934946.4375,2577128.5,4585160.0,6954940.5,2390131.25,933079.1875,4627331.5,3397874.25,1197242.5,1027378.5
2020-05-18,2953.909912109375,0.7440000176429749,3584777.75,971752.0625,2738611.75,4796449.0,7118626.5,2432009.75,971797.4375,4689786.0,3474488.0,1268856.125,1087652.375
2020-05-19,2922.93994140625,0.7110000252723694,3577201.0,968395.0625,2709589.75,4717597.5,7104214.0,2393483.25,957196.9375,4637896.5,3463581.0,1252789.625,1073045.75
2020-05-20,2971.610107421875,0.6800000071525574,3635938.0,978382.3125,2760117.25,4832468.5,7248757.5,2415794.75,962973.25,4661190.0,3549263.0,1294408.0,1084612.875
2020-05-21,2948.510009765625,0.6769999861717224,3638498.0,966876.1875,2763385.25,4812884.5,7164207.0,2393258.0,954289.875,4629621.5,3531589.5,1274944.0,1081602.75
2020-05-22,2955.449951171875,0.6570000052452087,3637789.5,967667.0,2763089.0,4806107.5,7204148.0,2399870.0,964027.75,4645610.5,3550643.0,1268993.5,1096353.125
2020-05-26,2991.77001953125,0.6980000138282776,3692253.5,975613.0625,2876834.75,5003603.5,7187328.5,2411923.25,972445.4375,4629486.0,3564091.25,1299133.0,1139130.625
2020-05-27,3036.1298828125,0.6800000071525574,3745041.5,988897.4375,2969513.75,5165797.0,7238518.5,2450384.5,982679.625,4668401.0,3588994.5,1316237.5,1161049.125
2020-05-28,3029.72998046875,0.7049999833106995,3697576.75,993113.0625,2941498.25,5108592.5,7213114.0,2465433.0,1009344.0625,4714204.0,3562037.75,1290595.75,1164576.5
2020-05-29,3044.31005859375,0.6480000019073486,3723879.0,993453.1875,2922196.0,5065632.0,7327028.5,2473261.75,1016227.6875,4764795.0,3589691.0,1283973.25,1152249.5
2020-06-01,3055.72998046875,0.6620000004768372,3778471.0,999551.75,2934149.25,5110196.5,7355924.5,2486838.75,1024906.25,4729479.5,3621169.0,1300838.0,1177666.75
2020-06-02,3080.820068359375,0.6800000071525574,3814453.25,1012495.6875,2972557.5,5171215.5,7419318.0,2489765.5,1031526.6875,4758113.5,3642376.0,1339454.625,1187894.125
2020-06-03,3122.8701171875,0.7609999775886536,3886107.25,1026633.125,3081775.75,5328216.5,7496943.0,2496109.25,1045789.3125,4745265.5,3669682.75,1376523.75,1227861.75
2020-06-04,3112.35009765625,0.8199999928474426,3869855.75,1033092.1875,3108600.5,5378683.0,7425687.5,2479881.25,1026567.375,4698291.0,3641153.75,1379902.875,1219786.375
2020-06-05,3193.929931640625,0.9039999842643738,3956233.25,1052027.75,3226275.75,5571363.0,7612975.0,2513577.0,1041845.1875,4770175.0,3700916.75,1472570.625,1265816.0
2020-06-08,3232.389892578125,0.8840000033378601,4024333.0,1057239.25,3310070.75,5657812.5,7667457.0,2538456.5,1068019.625,4811164.5,3746902.25,1536020.75,1302753.375
2020-06-09,3207.179931640625,0.8289999961853027,4015628.25,1050023.5,3235770.75,5569502.0,7686978.0,2514232.0,1045268.9375,4762278.0,3747803.25,1480150.25,1278900.5
2020-06-10,3190.139892578125,0.7480000257492065,4008265.0,1045155.8125,3157219.25,5423957.0,7801682.0,2508401.25,1040248.9375,4759678.0,3737449.0,1417499.25,1245623.25
2020-06-11,3002.10009765625,0.652999997138977,3793404.0,972367.8125,2932649.0,5037327.0,7360324.0,2419364.0,995946.5,4491777.0,3560845.25,1294233.0,1165751.625
2020-06-12,3041.31005859375,0.6990000009536743,3828331.0,983649.375,2993655.25,5158777.0,7454263.5,2412968.0,994714.0,4532740.5,3594904.0,1319074.375,1207096.125
2020-06-15,3066.590087890625,0.7020000219345093,3877739.5,994626.5625,3026313.0,5205815.5,7553912.0,2438908.0,1002822.0,4565623.5,3635391.0,1326895.875,1220243.125
2020-06-16,3124.739990234375,0.7559999823570251,3949157.75,1011633.8125,3086517.0,5290623.0,7715028.5,2477427.75,1008221.5,4684736.5,3681428.25,1363011.25,1244827.5
2020-06-17,3113.489990234375,0.7329999804496765,3949469.5,1005575.4375,3063424.75,5241674.5,7710546.5,2471899.5,1004089.5,4683974.0,3683911.25,1326126.125,1226464.75
2020-06-18,3115.340087890625,0.6940000057220459,3944244.0,999638.9375,3053690.75,5245848.5,7760358.5,2481081.75,1003836.125,4680912.0,3697400.25,1334912.875,1213432.25
2020-06-19,3097.739990234375,0.6970000267028809,3928795.25,1001827.4375,3014457.0,5201988.0,7723555.0,2469224.5,975070.75,4730269.5,3688506.75,1315697.75,1196343.375
2020-06-22,3117.860107421875,0.7039999961853027,3966248.75,1010797.6875,3021893.0,5202924.5,7863259.0,2470651.5,986217.125,4729321.5,3705173.25,1317971.25,1194837.125
2020-06-23,3131.2900390625,0.7089999914169312,4011848.0,1018489.0625,3028724.5,5232939.5,7908931.0,2466105.5,976783.8125,4750294.0,3729430.5,1323882.5,1191338.25
2020-06-24,3050.330078125,0.6840000152587891,3912967.5,989612.1875,2922273.0,5057166.0,7741391.5,2428332.5,966746.3125,4626391.0,3644761.0,1257411.25,1156381.625
2020-06-25,3083.760009765625,0.6740000247955322,3932869.0,1000192.9375,2952411.5,5168424.5,7841838.5,2440532.75,956370.75,4679024.0,3668974.5,1270887.25,1171442.0
2020-06-26,3009.050048828125,0.6359999775886536,3838352.5,989352.6875,2900973.5,4982410.0,7699011.5,2395022.75,944601.625,4611064.0,3512057.25,1231179.5,1147847.875
2020-06-29,3053.239990234375,0.6359999775886536,3905602.25,1006876.5625,2991779.25,5039433.5,7774296.5,2442143.75,962913.625,4643837.0,3578414.25,1247559.5,1167915.125
2020-06-30,3100.2900390625,0.652999997138977,3979663.0,1022187.1875,3016268.75,5112648.5,7922744.0,2460797.5,967489.8125,4727569.0,3619502.75,1263282.875,1182409.5
2020-07-01,3115.860107421875,0.6819999814033508,4048944.25,1020349.75,2997406.5,5095893.5,7934730.0,2462790.0,987483.8125,4756278.0,3688784.75,1245572.75,1207202.75
2020-07-02,3130.010009765625,0.6690000295639038,4083370.75,1032728.6875,3017065.5,5111564.0,7979693.5,2471863.25,990608.625,4790060.5,3697411.75,1256513.5,1202107.0
2020-07-06,3179.719970703125,0.6840000152587891,4233899.5,1049609.125,3054274.5,5188895.5,8118632.5,2481738.75,992811.375,4836776.0,3770524.75,1258752.0,1203458.125
2020-07-07,3145.320068359375,0.6499999761581421,4166545.25,1053238.875,2991186.0,5091955.5,8050069.0,2511081.75,988409.0625,4805291.0,3755937.0,1231222.5,1178164.0
2020-07-08,3169.93994140625,0.652999997138977,4221950.5,1046394.125,2998345.75,5134884.5,8197651.0,2502581.75,995202.6875,4818377.0,3790564.0,1227762.625,1177660.875
2020-07-09,3152.050048828125,0.6050000190734863,4245922.5,1039130.0,2941224.75,5042633.0,8245482.5,2491977.75,982138.375,4782932.0,3797664.5,1181748.25,1168007.5
2020-07-10,3185.0400390625,0.6330000162124634,4318216.0,1052997.75,2979257.25,5159538.5,8236787.5,2535179.75,1000900.375,4771791.0,3862741.0,1207871.125,1173432.875
2020-07-13,3155.219970703125,0.6399999856948853,4230656.5,1047799.9375,2979030.0,5148002.0,8022166.5,2526538.25,1002859.75,4771951.5,3784076.0,1203639.75,1158103.125
2020-07-14,3197.52001953125,0.6150000095367432,4261868.0,1074212.625,3039446.5,5198544.0,8116093.0,2566201.0,1013343.9375,4864281.0,3816378.0,1239812.625,1167170.375
2020-07-15,3226.56005859375,0.6299999952316284,4302884.5,1092192.0,3120133.25,5299914.0,8153851.0,2571958.0,1010932.875,4945904.5,3836002.75,1266577.25,1180788.5
2020-07-16,3215.570068359375,0.6119999885559082,4285301.5,1092980.5,3118333.5,5349579.5,8063167.0,2576885.0,1022652.375,4934867.0,3845677.75,1263324.25,1166741.375
2020-07-17,3224.72998046875,0.628000020980835,4258793.5,1104682.625,3136105.25,5335808.0,8101058.5,2585990.25,1045978.75,5012880.5,3835102.25,1247256.0,1181853.5
2020-07-20,3251.840087890625,0.6200000047683716,4402575.5,1102627.125,3101039.5,5341312.0,8333223.0,2567374.0,1031809.6875,5019283.0,3889569.0,1227883.75,1167622.0
2020-07-21,3257.300048828125,0.6069999933242798,4384355.0,1112582.75,3134686.5,5408367.0,8246049.0,2591134.75,1037934.625,5003976.5,3871572.0,1293798.5,1170656.75
2020-07-22,3276.02001953125,0.5950000286102295,4403311.0,1125843.75,3157954.0,5424853.5,8301387.5,2612294.5,1052336.5,5036028.0,3872542.75,1277006.125,1188817.5
2020-07-23,3235.659912109375,0.5820000171661377,4310453.0,1121495.125,3151084.75,5411603.5,8094818.0,2613941.75,1053110.0,5007275.0,3794548.0,1272469.375,1182050.875
2020-07-24,3215.6298828125,0.5889999866485596,4300055.5,1122977.625,3124655.25,5375661.5,7993286.5,2610299.0,1049048.5,4947753.5,3790658.25,1266232.125,1172581.125
2020-07-27,3239.409912109375,0.609000027179718,4365626.5,1148744.0,3141393.0,5361832.5,8135114.0,2622809.75,1035963.1875,4991518.0,3822642.0,1264923.5,1184316.75
2020-07-28,3218.43994140625,0.5809999704360962,4306046.5,1128100.375,3118320.0,5340513.5,8031720.5,2628502.75,1051210.625,4976214.5,3791513.75,1250798.5,1206498.375
2020-07-29,3258.43994140625,0.5789999961853027,4369180.0,1132909.5,3164162.25,5428841.5,8181909.0,2632909.5,1057420.0,5019874.0,3825122.5,1275399.5,1232323.0
2020-07-30,3246.219970703125,0.5410000085830688,4365374.5,1113399.625,3138180.0,5364404.0,8227786.5,2629321.75,1053194.875,5000248.0,3837880.0,1236290.375,1225398.375
2020-07-31,3271.1201171875,0.5360000133514404,4402514.0,1117056.125,3122883.75,5349332.5,8396050.0,2628212.75,1054535.25,4968155.0,3868520.0,1219135.625,1223655.125
2020-08-03,3294.610107421875,0.5630000233650208,4410308.0,1115869.25,3150802.25,5371803.0,8613525.0,2625379.0,1045196.5,5034801.0,3872744.25,1229053.25,1207600.875
2020-08-04,3306.510009765625,0.5149999856948853,4444079.5,1132171.375,3160057.75,5362820.5,8640394.0,2660126.25,1055280.125,5017158.0,3887373.25,1260929.5,1224016.625
2020-08-05,3327.77001953125,0.5429999828338623,4514393.0,1152787.875,3216768.25,5458973.5,8679653.0,2654955.25,1047680.75,5047032.5,3897636.25,1276394.875,1220770.875
2020-08-06,3349.159912109375,0.5360000133514404,4545357.5,1147215.125,3227727.0,5469850.0,8784369.0,2654511.25,1054772.625,5019079.0,3976619.25,1269947.875,1222696.875
2020-08-07,3351.280029296875,0.5619999766349792,4519230.0,1143109.75,3279853.25,5539490.5,8627453.0,2669898.5,1073893.25,5032169.0,3981446.75,1268366.625,1240241.625
2020-08-10,3360.469970703125,0.5740000009536743,4538568.0,1150951.375,3350055.5,5552411.5,8584080.0,2683774.25,1074269.125,5018058.0,3964955.25,1302025.375,1243789.0
2020-08-11,3333.68994140625,0.6579999923706055,4509544.5,1133535.0,3366231.25,5593570.5,8418455.0,2665714.75,1053517.125,4969860.0,3916252.25,1304180.0,1226967.0
2020-08-12,3380.35009765625,0.6700000166893005,4606639.0,1142330.625,3381873.5,5594995.5,8608085.0,2700900.0,1068227.0,5045520.0,3962024.0,1317377.75,1238420.75
